name,positions,body_type,short_passing,dribbling,long_passing,ball_control,agility,reactions,balance,stamina,interceptions,positioning,vision,composure,marking,standing_tackle
F. Valverde,"CM,LM,CAM",Normal,0.8088235294117647,0.7051282051282051,0.8630136986301369,0.7,0.6338028169014085,0.6491228070175439,0.6164383561643836,0.6086956521739131,0.6923076923076923,0.6794871794871795,0.8048780487804879,0.7580645161290323,0.7142857142857142,0.691358024691358
Thiago Maia,"CDM,CM",Normal,0.7647058823529411,0.6923076923076923,0.726027397260274,0.7,0.5211267605633803,0.6666666666666667,0.5890410958904109,0.681159420289855,0.7692307692307692,0.641025641025641,0.6463414634146342,0.6774193548387097,0.7142857142857142,0.8148148148148148
A. Duncan,CM,Stocky,0.7941176470588236,0.7051282051282051,0.7397260273972603,0.7,0.704225352112676,0.7192982456140351,0.6712328767123288,0.7536231884057971,0.8333333333333333,0.7307692307692308,0.6707317073170732,0.6935483870967742,0.7499999999999999,0.8271604938271604
P. Schwegler,"CDM,CM",Normal,0.7647058823529411,0.7179487179487178,0.7945205479452053,0.7142857142857142,0.6901408450704225,0.7017543859649122,0.6986301369863013,0.5797101449275363,0.7820512820512819,0.7307692307692308,0.7804878048780488,0.7741935483870968,0.8214285714285714,0.7530864197530864
A. Surman,"CM,CDM",Lean,0.838235294117647,0.6538461538461537,0.7808219178082192,0.7428571428571427,0.5070422535211268,0.6842105263157894,0.6986301369863013,0.6376811594202898,0.6666666666666666,0.7051282051282051,0.8048780487804879,0.6935483870967742,0.6666666666666666,0.691358024691358
W. Janssen,CB,Normal,0.7058823529411764,0.6666666666666667,0.7397260273972603,0.6428571428571428,0.5774647887323944,0.5964912280701753,0.5890410958904109,0.6521739130434783,0.8205128205128205,0.6282051282051282,0.6585365853658537,0.6774193548387097,0.7619047619047619,0.6790123456790123
K. McDonald,"CDM,CM",Normal,0.7352941176470589,0.641025641025641,0.6986301369863013,0.7,0.4225352112676056,0.6666666666666667,0.547945205479452,0.6086956521739131,0.7564102564102564,0.6282051282051282,0.6829268292682927,0.7258064516129032,0.7619047619047619,0.7777777777777777
A. Clayton,"CDM,CM",Normal,0.7205882352941175,0.6538461538461537,0.726027397260274,0.6428571428571428,0.6056338028169014,0.6140350877192982,0.6575342465753424,0.6956521739130435,0.7692307692307692,0.5641025641025641,0.6585365853658537,0.6774193548387097,0.7142857142857142,0.7530864197530864
N. Acevedo,"CM,CDM",Stocky,0.7352941176470589,0.6666666666666667,0.6986301369863013,0.6857142857142857,0.619718309859155,0.7368421052631577,0.547945205479452,0.927536231884058,0.7179487179487178,0.6923076923076923,0.6341463414634146,0.6774193548387097,0.7023809523809523,0.8148148148148148
F. Rinaudo,"CM,CDM,CB",Normal,0.7647058823529411,0.6794871794871795,0.7671232876712328,0.6428571428571428,0.676056338028169,0.6666666666666667,0.6986301369863013,0.681159420289855,0.8076923076923076,0.6282051282051282,0.6341463414634146,0.6935483870967742,0.7261904761904762,0.7654320987654321
B. Hämäläinen,"CB,LB",Normal,0.7058823529411764,0.6538461538461537,0.7534246575342465,0.6285714285714286,0.619718309859155,0.5964912280701753,0.7123287671232876,0.6666666666666667,0.6923076923076923,0.7179487179487178,0.7439024390243902,0.6774193548387097,0.6547619047619047,0.728395061728395
